,Sentences,Title,Harry Potter
1135, he tapped the wall three time with the point of hi umbrella ,HP1,True
1136, the brick he had touched quivered it wriggled in the middle a small hole appeared it grew wider and wider a second later they were facing an archway large enough even for hagrid an archway onto a cobbled street that twisted and turned out of sight ,HP1,True
1137, welcome said hagrid to diagon alley ,HP1,True
1138, he grinned at harry amazement ,HP1,True
1139, they stepped through the archway ,HP1,True
1140, harry looked quickly over hi shoulder and saw the archway shrink instantly back into solid wall ,HP1,True
1141, the sun shone brightly on a stack of cauldron outside the nearest shop ,HP1,True
1142, cauldron all size copper bras pewter silver self stirring collapsible said a sign hanging over them ,HP1,True
1143, yeah youll be needin one said hagrid but we gotta get yer money first ,HP1,True
1144, harry wished he had about eight more eye ,HP1,True
1145, he turned hi head in every direction a they walked up the street trying to look at everything at once: the shop the thing outside them the people doing their shopping ,HP1,True
1146, a plump woman outside an apothecary wa shaking her head a they passed saying dragon liver sixteen sickle an ounce theyre mad ,HP1,True
1147, a low soft hooting came from a dark shop with a sign saying eeylop owl emporium tawny screech barn brown and snowy ,HP1,True
1148, several boy of about harry age had their nose pressed against a window with broomstick in it ,HP1,True
1149, look harry heard one of them say the new nimbu two thousand fastest ever there were shop selling robe shop selling telescope and strange silver instrument harry had never seen before window stacked with barrel of bat spleen and eels eye tottering pile of spell book quill and roll of parchment potion bottle globe of the moon ,HP1,True
1150, they had reached a snowy white building that towered over the other little shop ,HP1,True
1151, standing beside it burnished bronze door wearing a uniform of scarlet and gold wa yeah that a goblin said hagrid quietly a they walked up the white stone step toward him ,HP1,True
1152, the goblin wa about a head shorter than harry ,HP1,True
1153, he had a swarthy clever face a pointed beard and harry noticed very long finger and feet ,HP1,True
1154, he bowed a they walked inside ,HP1,True
1155, now they were facing a second pair of door silver thi time with word engraved upon them: enter stranger but take heed of what await the sin of greed for those who take but do not earn must pay most dearly in their turn ,HP1,True
1156, so if you seek beneath our floor a treasure that wa never your thief you have been warned beware of finding more than treasure there ,HP1,True
1157, like i said yehd be mad ter try an rob it said hagrid ,HP1,True
1158, a pair of goblin bowed them through the silver door and they were in a vast marble hall ,HP1,True
1159, about a hundred more goblin were sitting on high stool behind a long counter scribbling in large ledger weighing coin in bras scale examining preciou stone through eyeglasse ,HP1,True
1160, there were too many door to count leading off the hall and yet more goblin were showing people in and out of these ,HP1,True
1161, hagrid and harry made for the counter ,HP1,True
1162, morning said hagrid to a free goblin ,HP1,True
1163, weve come ter take some money outta mr harry potter safe ,HP1,True
1164, you have hi key sir ,HP1,True
1165, got it here somewhere said hagrid and he started emptying hi pocket onto the counter scattering a handful of moldy dog biscuit over the goblin book of number ,HP1,True
1166, the goblin wrinkled hi nose ,HP1,True
1167, harry watched the goblin on their right weighing a pile of rubie a big a glowing coal ,HP1,True
1168, got it said hagrid at last holding up a tiny golden key ,HP1,True
1169, the goblin looked at it closely ,HP1,True
1170, that seem to be in order ,HP1,True
1171, an ive also got a letter here from professor dumbledore said hagrid importantly throwing out hi chest ,HP1,True
1172, it about the you know what in vault seven hundred and thirteen ,HP1,True
1173, the goblin read the letter carefully ,HP1,True
1174, very well he said handing it back to hagrid i will have someone take you down to both vault ,HP1,True
1175, griphook wa yet another goblin ,HP1,True
1176, once hagrid had crammed all the dog biscuit back inside hi pocket he and harry followed griphook toward one of the door leading off the hall ,HP1,True
1177, what the you know what in vault seven hundred and thirteen ,HP1,True
1178, cant tell yeh that said hagrid mysteriously ,HP1,True
1179, moren my job worth ter tell yeh that ,HP1,True
1180, griphook held the door open for them ,HP1,True
1181, harry who had expected more marble wa surprised ,HP1,True
1182, they were in a narrow stone passageway lit with flaming torche ,HP1,True
1183, it sloped steeply downward and there were little railway track on the floor ,HP1,True
1184, griphook whistled and a small cart came hurtling up the track toward them ,HP1,True
1185, they climbed in hagrid with some difficulty and were off ,HP1,True
1186, at first they just hurtled through a maze of twisting passage ,HP1,True
1187, harry tried to remember left right right left middle fork right left but it wa impossible ,HP1,True
1188, the rattling cart seemed to know it own way because griphook wasnt steering ,HP1,True
1189, harry eye stung a the cold air rushed past them but he kept them wide open ,HP1,True
1190, once he thought he saw a burst of fire at the end of a passage and twisted around to see if it wa a dragon but too late they plunged even deeper passing an underground lake where huge stalactite and stalagmite grew from the ceiling and floor ,HP1,True
1191, i never know harry called to hagrid over the noise of the cart what the difference between a stalagmite and a stalactite ,HP1,True
1192, stalagmite got an ‘m in it said hagrid ,HP1,True
1193, an don ask me question just now i think im gonna be sick ,HP1,True
1194, he did look very green and when the cart stopped at last beside a small door in the passage wall hagrid got out and had to lean against the wall to stop hi knee from trembling ,HP1,True
1195, a lot of green smoke came billowing out and a it cleared harry gasped ,HP1,True
1196, inside were mound of gold coin ,HP1,True
1197, heap of little bronze knut ,HP1,True
1198, all harry it wa incredible ,HP1,True
1199, the dursley couldnt have known about thi or theyd have had it from him faster than blinking ,HP1,True
1200, how often had they complained how much harry cost them to keep ,HP1,True
1201, and all the time there had been a small fortune belonging to him buried deep under london ,HP1,True
1202, hagrid helped harry pile some of it into a bag ,HP1,True
1203, the gold one are galleon he explained ,HP1,True
1204, seventeen silver sickle to a galleon and twenty nine knut to a sickle it easy enough ,HP1,True
1205, right that should be enough fer a couple o term well keep the rest safe for yeh ,HP1,True
1206, vault seven hundred and thirteen now please and can we go more slowly ,HP1,True
1207, one speed only said griphook ,HP1,True
1208, they were going even deeper now and gathering speed ,HP1,True
1209, the air became colder and colder a they hurtled round tight corner ,HP1,True
1210, they went rattling over an underground ravine and harry leaned over the side to try to see what wa down at the dark bottom but hagrid groaned and pulled him back by the scruff of hi neck ,HP1,True
1211, vault seven hundred and thirteen had no keyhole ,HP1,True
1212, stand back said griphook importantly ,HP1,True
1213, he stroked the door gently with one of hi long finger and it simply melted away ,HP1,True
1214, if anyone but a gringott goblin tried that theyd be sucked through the door and trapped in there said griphook ,HP1,True
1215, how often do you check to see if anyone inside ,HP1,True
1216, about once every ten year said griphook with a rather nasty grin ,HP1,True
1217, something really extraordinary had to be inside thi top security vault harry wa sure and he leaned forward eagerly expecting to see fabulou jewel at the very least but at first he thought it wa empty ,HP1,True
1218, then he noticed a grubby little package wrapped up in brown paper lying on the floor ,HP1,True
1219, hagrid picked it up and tucked it deep inside hi coat ,HP1,True
1220, harry longed to know what it wa but knew better than to ask ,HP1,True
1221, come on back in thi infernal cart and dont talk to me on the way back it best if i keep me mouth shut said hagrid ,HP1,True
1222, one wild cart ride later they stood blinking in the sunlight outside gringott ,HP1,True
1223, harry didnt know where to run first now that he had a bag full of money ,HP1,True
1224, he didnt have to know how many galleon there were to a pound to know that he wa holding more money than hed had in hi whole life more money than even dudley had ever had ,HP1,True
1225, might a well get yer uniform said hagrid nodding toward madam malkin robe for all occasion ,HP1,True
1226, listen harry would yeh mind if i slipped off fer a pick me up in the leaky cauldron ,HP1,True
1227, i hate them gringott cart ,HP1,True
1228, he did still look a bit sick so harry entered madam malkin shop alone feeling nervou ,HP1,True
1229, madam malkin wa a squat smiling witch dressed all in mauve ,HP1,True
1230, she said when harry started to speak ,HP1,True
1231, got the lot here another young man being fitted up just now in fact ,HP1,True
1232, in the back of the shop a boy with a pale pointed face wa standing on a footstool while a second witch pinned up hi long black robe ,HP1,True
1233, madam malkin stood harry on a stool next to him slipped a long robe over hi head and began to pin it to the right length ,HP1,True
1234, hello said the boy hogwart too ,HP1,True
1235, my father next door buying my book and mother up the street looking at wand said the boy ,HP1,True
1236, he had a bored drawling voice ,HP1,True
1237, then im going to drag them off to look at racing broom i dont see why first year cant have their own ,HP1,True
1238, i think ill bully father into getting me one and ill smuggle it in somehow ,HP1,True
1239, harry wa strongly reminded of dudley ,HP1,True
1240, have you got your own broom ,HP1,True
1241, no harry said again wondering what on earth quidditch could be ,HP1,True
1242, i do father say it a crime if im not picked to play for my house and i must say i agree ,HP1,True
1243, know what house you number be in yet ,HP1,True
1244, no said harry feeling more stupid by the minute ,HP1,True
1245, well no one really know until they get there do they but i know ill be in slytherin all our family have been imagine being in hufflepuff i think id leave wouldnt you ,HP1,True
1246, mmm said harry wishing he could say something a bit more interesting ,HP1,True
1247, i say look at that man ,HP1,True
1248, said the boy suddenly nodding toward the front window ,HP1,True
1249, hagrid wa standing there grinning at harry and pointing at two large ice cream to show he couldnt come in ,HP1,True
1250, that hagrid said harry pleased to know something the boy didnt ,HP1,True
1251, oh said the boy ive heard of him ,HP1,True
1252, he a sort of servant isnt he ,HP1,True
1253, he the gamekeeper said harry ,HP1,True
1254, he wa liking the boy l and l every second ,HP1,True
1255, i heard he a sort of savage live in a hut on the school ground and every now and then he get drunk trie to do magic and end up setting fire to hi bed ,HP1,True
1256, i think he brilliant said harry coldly ,HP1,True
1257, said the boy with a slight sneer ,HP1,True
1258, why i he with you ,HP1,True
1259, theyre dead said harry shortly ,HP1,True
1260, he didnt feel much like going into the matter with thi boy ,HP1,True
1261, oh sorry said the other not sounding sorry at all ,HP1,True
1262, but they were our kind werent they ,HP1,True
1263, they were a witch and wizard if that what you mean ,HP1,True
1264, i really dont think they should let the other sort in do you ,HP1,True
1265, theyre just not the same theyve never been brought up to know our way ,HP1,True
1266, some of them have never even heard of hogwart until they get the letter imagine ,HP1,True
1267, i think they should keep it in the old wizarding familie ,HP1,True
1268, but before harry could answer madam malkin said that you done my dear and harry not sorry for an excuse to stop talking to the boy hopped down from the footstool ,HP1,True
1269, well ill see you at hogwart i suppose said the drawling boy ,HP1,True
1270, harry wa rather quiet a he ate the ice cream hagrid had bought him (chocolate and raspberry with chopped nuts) ,HP1,True
1271, they stopped to buy parchment and quill ,HP1,True
1272, harry cheered up a bit when he found a bottle of ink that changed color a you wrote ,HP1,True
1273, when they had left the shop he said hagrid what quidditch ,HP1,True
1274, blimey harry i keep forgettin how little yeh know not knowin about quidditch ,HP1,True
1275, dont make me feel worse said harry ,HP1,True
1276, he told hagrid about the pale boy in madam malkin ,HP1,True
1277, and he said people from muggle familie shouldnt even be allowed in yer not from a muggle family ,HP1,True
1278, if hed known who yeh were he grown up knowin yer name if hi parent are wizardin folk ,HP1,True
1279, you saw what everyone in the leaky cauldron wa like when they saw yeh ,HP1,True
1280, anyway what doe he know about it some o the best i ever saw were the only one with magic in em in a long line o muggle look at yer mum ,HP1,True
1281, look what she had fer a sister ,HP1,True
1282, it like like soccer in the muggle world everyone follow quidditch played up in the air on broomstick and there four ball sorta hard ter explain the rule ,HP1,True
1283, and what are slytherin and hufflepuff ,HP1,True
1284, everyone say hufflepuff are a lot o duffer but i bet im in hufflepuff said harry gloomily ,HP1,True
1285, better hufflepuff than slytherin said hagrid darkly ,HP1,True
1286, there not a single witch or wizard who went bad who wasnt in slytherin ,HP1,True
1287, you know who wa one ,HP1,True
1288, vol sorry you know who wa at hogwarts ,HP1,True
1289, year an year ago said hagrid ,HP1,True
1290, they bought harry school book in a shop called flourish and blott where the shelve were stacked to the ceiling with book a large a paving stone bound in leather; book the size of postage stamp in cover of silk; book full of peculiar symbol and a few book with nothing in them at all ,HP1,True
1291, even dudley who never read anything would have been wild to get hi hand on some of these ,HP1,True
1292, hagrid almost had to drag harry away from curse and counter curse (bewitch your friend and befuddle your enemie with the latest revenges: hair los jelly leg tongue tying and much much more) by professor vindictu viridian ,HP1,True
1293, i wa trying to find out how to curse dudley ,HP1,True
1294, im not sayin that not a good idea but yer not ter use magic in the muggle world except in very special circumstance said hagrid ,HP1,True
1295, an anyway yeh couldn work any of them curse yet yehll need a lot more study before yeh get ter that level ,HP1,True
1296, hagrid wouldnt let harry buy a solid gold cauldron either (it say pewter on yer list) but they got a nice set of scale for weighing potion ingredient and a collapsible bras telescope ,HP1,True
1297, then they visited the apothecary which wa fascinating enough to make up for it horrible smell a mixture of bad egg and rotted cabbage ,HP1,True
1298, barrel of slimy stuff stood on the floor; jar of herb dried root and bright powder lined the walls; bundle of feather string of fang and snarled claw hung from the ceiling ,HP1,True
1299, while hagrid asked the man behind the counter for a supply of some basic potion ingredient for harry harry himself examined silver unicorn horn at twenty one galleon each and minuscule glittery black beetle eye (five knut a scoop) ,HP1,True
1300, outside the apothecary hagrid checked harry list again ,HP1,True
1301, just yer wand left oh yeah an i still havent got yeh a birthday present ,HP1,True
1302, harry felt himself go red ,HP1,True
1303, you dont have to i know i dont have to ,HP1,True
1304, tell yeh what ill get yer animal ,HP1,True
1305, not a toad toad went outta fashion year ago yehd be laughed at an i don like cat they make me sneeze ,HP1,True
1306, ill get yer an owl ,HP1,True
1307, all the kid want owl theyre dead useful carry yer mail an everythin ,HP1,True
1308, twenty minute later they left eeylop owl emporium which had been dark and full of rustling and flickering jewel bright eye ,HP1,True
1309, harry now carried a large cage that held a beautiful snowy owl fast asleep with her head under her wing ,HP1,True
1310, he couldnt stop stammering hi thank sounding just like professor quirrell ,HP1,True
1311, don mention it said hagrid gruffly ,HP1,True
1312, don expect youve had a lotta present from them dursley ,HP1,True
1313, just ollivander left now only place fer wand ollivander and yeh gotta have the best wand ,HP1,True
1314, thi wa what harry had been really looking forward to ,HP1,True
1315, the last shop wa narrow and shabby ,HP1,True
1316, peeling gold letter over the door read ollivanders: maker of fine wand since numberb ,HP1,True
1317, a single wand lay on a faded purple cushion in the dusty window ,HP1,True
1318, a tinkling bell rang somewhere in the depth of the shop a they stepped inside ,HP1,True
1319, it wa a tiny place empty except for a single spindly chair that hagrid sat on to wait ,HP1,True
1320, harry felt strangely a though he had entered a very strict library; he swallowed a lot of new question that had just occurred to him and looked instead at the thousand of narrow boxe piled neatly right up to the ceiling ,HP1,True
1321, for some reason the back of hi neck prickled ,HP1,True
1322, the very dust and silence in here seemed to tingle with some secret magic ,HP1,True
1323, good afternoon said a soft voice ,HP1,True
1324, hagrid must have jumped too because there wa a loud crunching noise and he got quickly off the spindly chair ,HP1,True
1325, an old man wa standing before them hi wide pale eye shining like moon through the gloom of the shop ,HP1,True
1326, ah ye said the man ,HP1,True
1327, i thought id be seeing you soon ,HP1,True
1328, you have your mother eye ,HP1,True
1329, it seem only yesterday she wa in here herself buying her first wand ,HP1,True
1330, ten and a quarter inche long swishy made of willow ,HP1,True
1331, nice wand for charm work ,HP1,True
1332, mr ollivander moved closer to harry ,HP1,True
1333, harry wished he would blink ,HP1,True
1334, those silvery eye were a bit creepy ,HP1,True
1335, your father on the other hand favored a mahogany wand ,HP1,True
1336, a little more power and excellent for transfiguration ,HP1,True
1337, well i say your father favored it it really the wand that choose the wizard of course ,HP1,True
1338, mr ollivander had come so close that he and harry were almost nose to nose ,HP1,True
1339, harry could see himself reflected in those misty eye ,HP1,True
1340, mr ollivander touched the lightning scar on harry forehead with a long white finger ,HP1,True
1341, im sorry to say i sold the wand that did it he said softly ,HP1,True
1342, thirteen and a half inche ,HP1,True
1343, powerful wand very powerful and in the wrong hand ,HP1,True
1344, well if id known what that wand wa going out into the world to do ,HP1,True
1345, he shook hi head and then to harry relief spotted hagrid ,HP1,True
1346, how nice to see you again ,HP1,True
1347, oak sixteen inche rather bendy wasnt it ,HP1,True
1348, it wa sir ye said hagrid ,HP1,True
1349, but i suppose they snapped it in half when you got expelled ,HP1,True
1350, said mr ollivander suddenly stern ,HP1,True
1351, er ye they did ye said hagrid shuffling hi feet ,HP1,True
1352, ive still got the piece though he added brightly ,HP1,True
1353, but you dont use them ,HP1,True
1354, oh no sir said hagrid quickly ,HP1,True
1355, harry noticed he gripped hi pink umbrella very tightly a he spoke ,HP1,True
1356, hmmm said mr ollivander giving hagrid a piercing look ,HP1,True
1357, he pulled a long tape measure with silver marking out of hi pocket ,HP1,True
1358, which i your wand arm ,HP1,True
1359, er well im right handed said harry ,HP1,True
1360, he measured harry from shoulder to finger then wrist to elbow shoulder to floor knee to armpit and round hi head ,HP1,True
1361, a he measured he said every ollivander wand ha a core of a powerful magical substance mr potter ,HP1,True
1362, we use unicorn hair phoenix tail feather and the heartstring of dragon ,HP1,True
1363, no two ollivander wand are the same just a no two unicorn dragon or phoenixe are quite the same ,HP1,True
1364, and of course you will never get such good result with another wizard wand ,HP1,True
1365, harry suddenly realized that the tape measure which wa measuring between hi nostril wa doing thi on it own ,HP1,True
1366, mr ollivander wa flitting around the shelve taking down boxe ,HP1,True
1367, that will do he said and the tape measure crumpled into a heap on the floor ,HP1,True
1368, beech wood and dragon heartstring ,HP1,True
1369, just take it and give it a wave ,HP1,True
1370, harry took the wand and (feeling foolish) waved it around a bit but mr ollivander snatched it out of hi hand almost at once ,HP1,True
1371, try harry tried but he had hardly raised the wand when it too wa snatched back by mr ollivander ,HP1,True
1372, no no here ebony and unicorn hair eight and a half inche springy ,HP1,True
1373, go on go on try it out ,HP1,True
1374, he had no idea what mr ollivander wa waiting for ,HP1,True
1375, the pile of tried wand wa mounting higher and higher on the spindly chair but the more wand mr ollivander pulled from the shelve the happier he seemed to become ,HP1,True
1376, not to worry well find the perfect match here somewhere i wonder now ye why not unusual combination holly and phoenix feather eleven inche nice and supple ,HP1,True
1377, he felt a sudden warmth in hi finger ,HP1,True
1378, he raised the wand above hi head brought it swishing down through the dusty air and a stream of red and gold spark shot from the end like a firework throwing dancing spot of light on to the wall ,HP1,True
1379, hagrid whooped and clapped and mr ollivander cried oh bravo ,HP1,True
1380, ye indeed oh very good ,HP1,True
1381, he put harry wand back into it box and wrapped it in brown paper still muttering curiou ,HP1,True
1382, curiou sorry said harry but what curious ,HP1,True
1383, mr ollivander fixed harry with hi pale stare ,HP1,True
1384, i remember every wand ive ever sold mr potter ,HP1,True
1385, it so happen that the phoenix whose tail feather i in your wand gave another feather just one other ,HP1,True
1386, it i very curiou indeed that you should be destined for thi wand when it brother why it brother gave you that scar ,HP1,True
1387, ye thirteen and a half inche ,HP1,True
1388, curiou indeed how these thing happen ,HP1,True
1389, the wand choose the wizard remember ,HP1,True
1390, i think we must expect great thing from you mr potter ,HP1,True
1391, after all he who must not be named did great thing terrible ye but great ,HP1,True
1392, he wasnt sure he liked mr ollivander too much ,HP1,True
1393, he paid seven gold galleon for hi wand and mr ollivander bowed them from hi shop ,HP1,True
1394, the late afternoon sun hung low in the sky a harry and hagrid made their way back down diagon alley back through the wall back through the leaky cauldron now empty ,HP1,True
1395, harry didnt speak at all a they walked down the road; he didnt even notice how much people were gawking at them on the underground laden a they were with all their funny shaped package with the snowy owl asleep in it cage on harry lap ,HP1,True
1396, up another escalator out into paddington station; harry only realized where they were when hagrid tapped him on the shoulder ,HP1,True
1397, got time fer a bite to eat before yer train leave he said ,HP1,True
1398, he bought harry a hamburger and they sat down on plastic seat to eat them ,HP1,True
1399, everything looked so strange somehow ,HP1,True
1400, yer very quiet said hagrid ,HP1,True
1401, harry wasnt sure he could explain ,HP1,True
1402, hed just had the best birthday of hi life and yet he chewed hi hamburger trying to find the word ,HP1,True
1403, everyone think im special he said at last ,HP1,True
1404, all those people in the leaky cauldron professor quirrell mr ollivander ,HP1,True
1405, but i dont know anything about magic at all ,HP1,True
1406, how can they expect great things ,HP1,True
1407, im famou and i cant even remember what im famou for ,HP1,True
1408, i dont know what happened when vol sorry i mean the night my parent died ,HP1,True
1409, hagrid leaned acros the table ,HP1,True
1410, behind the wild beard and eyebrow he wore a very kind smile ,HP1,True
1411, everyone start at the beginning at hogwart youll be just fine ,HP1,True
1412, yehve been singled out an that alway hard ,HP1,True
1413, but yehll have a great time at hogwart i did still do smatter of fact ,HP1,True
1414, hagrid helped harry on to the train that would take him back to the dursley then handed him an envelope ,HP1,True
1415, yer ticket fer hogwart he said ,HP1,True
1416, first o september king cros it all on yer ticket ,HP1,True
1417, any problem with the dursley send me a letter with yer owl shell know where to find me ,HP1,True
1418, the train pulled out of the station ,HP1,True
1419, harry wanted to watch hagrid until he wa out of sight; he rose in hi seat and pressed hi nose against the window but he blinked and hagrid had gone ,HP1,True
1420, the journey from platform nine and three quarter harry last month with the dursley wasnt fun ,HP1,True
1421, true dudley wa now so scared of harry he wouldnt stay in the same room while aunt petunia and uncle vernon didnt shut harry in hi cupboard force him to do anything or shout at him in fact they didnt speak to him at all ,HP1,True
1422, half terrified half furiou they acted a though any chair with harry in it were empty ,HP1,True
1423, although thi wa an improvement in many way it did become a bit depressing after a while ,HP1,True
1424, harry kept to hi room with hi new owl for company ,HP1,True
1425, he had decided to call her hedwig a name he had found in a history of magic ,HP1,True
1426, hi school book were very interesting ,HP1,True
1427, he lay on hi bed reading late into the night hedwig swooping in and out of the open window a she pleased ,HP1,True
1428, it wa lucky that aunt petunia didnt come in to vacuum anymore because hedwig kept bringing back dead mice ,HP1,True
1429, every night before he went to sleep harry ticked off another day on the piece of paper he had pinned to the wall counting down to september the first ,HP1,True
1430, on the last day of august he thought hed better speak to hi aunt and uncle about getting to king cros station the next day so he went down to the living room where they were watching a quiz show on television ,HP1,True
1431, he cleared hi throat to let them know he wa there and dudley screamed and ran from the room ,HP1,True
1432, uncle vernon grunted to show he wa listening ,HP1,True
1433, er i need to be at king cros tomorrow to to go to hogwart ,HP1,True
1434, would it be all right if you gave me a lift ,HP1,True
1435, harry supposed that meant ye ,HP1,True
1436, he wa about to go back upstair when uncle vernon actually spoke ,HP1,True
1437, funny way to get to a wizards school the train ,HP1,True
1438, magic carpet all got puncture have they ,HP1,True
1439, where i thi school anyway ,HP1,True
1440, i dont know said harry realizing thi for the first time ,HP1,True
1441, he pulled the ticket hagrid had given him out of hi pocket ,HP1,True
1442, i just take the train from platform nine and three quarter at eleven oclock he read ,HP1,True
1443, hi aunt and uncle stared ,HP1,True
1444, dont talk rubbish said uncle vernon ,HP1,True
1445, there i no platform nine and three quarter ,HP1,True
1446, barking said uncle vernon howling mad the lot of them ,HP1,True
1447, all right well take you to king cros ,HP1,True
1448, were going up to london tomorrow anyway or i wouldnt bother ,HP1,True
1449, why are you going to london ,HP1,True
1450, harry asked trying to keep thing friendly ,HP1,True
1451, taking dudley to the hospital growled uncle vernon ,HP1,True
1452, got to have that ruddy tail removed before he goe to smelting ,HP1,True
1453, harry woke at five oclock the next morning and wa too excited and nervou to go back to sleep ,HP1,True
1454, he got up and pulled on hi jean because he didnt want to walk into the station in hi wizard robe hed change on the train ,HP1,True
1455, he checked hi hogwart list yet again to make sure he had everything he needed saw that hedwig wa shut safely in her cage and then paced the room waiting for the dursley to get up ,HP1,True
1456, two hour later harry huge heavy trunk had been loaded into the dursleys car aunt petunia had talked dudley into sitting next to harry and they had set off ,HP1,True
1457, they reached king cros at half past ten ,HP1,True
1458, uncle vernon dumped harry trunk onto a cart and wheeled it into the station for him ,HP1,True
1459, harry thought thi wa strangely kind until uncle vernon stopped dead facing the platform with a nasty grin on hi face ,HP1,True
1460, well there you are boy ,HP1,True
1461, your platform should be somewhere in the middle but they dont seem to have built it yet do they ,HP1,True
1462, he wa quite right of course ,HP1,True
1463, there wa a big plastic number nine over one platform and a big plastic number ten over the one next to it and in the middle nothing at all ,HP1,True
1464, have a good term said uncle vernon with an even nastier smile ,HP1,True
1465, he left without another word ,HP1,True
1466, harry turned and saw the dursley drive away ,HP1,True
1467, all three of them were laughing ,HP1,True
1468, harry mouth went rather dry ,HP1,True
1469, what on earth wa he going to do ,HP1,True
1470, he wa starting to attract a lot of funny look because of hedwig ,HP1,True
1471, hed have to ask someone ,HP1,True
1472, he stopped a passing guard but didnt dare mention platform nine and three quarter ,HP1,True
1473, the guard had never heard of hogwart and when harry couldnt even tell him what part of the country it wa in he started to get annoyed a though harry wa being stupid on purpose ,HP1,True
1474, getting desperate harry asked for the train that left at eleven oclock but the guard said there wasnt one ,HP1,True
1475, in the end the guard strode away muttering about time waster ,HP1,True
1476, harry wa now trying hard not to panic ,HP1,True
1477, according to the large clock over the arrival board he had ten minute left to get on the train to hogwart and he had no idea how to do it; he wa stranded in the middle of a station with a trunk he could hardly lift a pocket full of wizard money and a large owl ,HP1,True
1478, hagrid must have forgotten to tell him something you had to do like tapping the third brick on the left to get into diagon alley ,HP1,True
1479, he wondered if he should get out hi wand and start tapping the ticket inspector stand between platform nine and ten ,HP1,True
1480, at that moment a group of people passed just behind him and he caught a few word of what they were saying ,HP1,True
1481, packed with muggle of course harry swung round ,HP1,True
1482, the speaker wa a plump woman who wa talking to four boy all with flaming red hair ,HP1,True
1483, each of them wa pushing a trunk like harry in front of him and they had an owl ,HP1,True
1484, heart hammering harry pushed hi cart after them ,HP1,True
1485, they stopped and so did he just near enough to hear what they were saying ,HP1,True
1486, now what the platform number ,HP1,True
1487, piped a small girl also red headed who wa holding her hand mom cant i go youre not old enough ginny now be quiet ,HP1,True
1488, all right percy you go first ,HP1,True
1489, what looked like the oldest boy marched toward platform nine and ten ,HP1,True
1490, harry watched careful not to blink in case he missed it but just a the boy reached the dividing barrier between the two platform a large crowd of tourist came swarming in front of him and by the time the last backpack had cleared away the boy had vanished ,HP1,True
1491, fred you next the plump woman said ,HP1,True
1492, im not fred im george said the boy ,HP1,True
1493, honestly woman you call yourself our mother ,HP1,True
1494, cant you tell im george ,HP1,True
1495, only joking i am fred said the boy and off he went ,HP1,True
1496, hi twin called after him to hurry up and he must have done so because a second later he had gone but how had he done it ,HP1,True
1497, now the third brother wa walking briskly toward the barrier he wa almost there and then quite suddenly he wasnt anywhere ,HP1,True
1498, there wa nothing else for it ,HP1,True
1499, excuse me harry said to the plump woman ,HP1,True
1500, she pointed at the last and youngest of her son ,HP1,True
1501, he wa tall thin and gangling with freckle big hand and feet and a long nose ,HP1,True
1502, the thing i the thing i i dont know how to how to get onto the platform ,HP1,True
1503, she said kindly and harry nodded ,HP1,True
1504, not to worry she said ,HP1,True
1505, all you have to do i walk straight at the barrier between platform nine and ten ,HP1,True
1506, dont stop and dont be scared youll crash into it that very important ,HP1,True
1507, best do it at a bit of a run if youre nervou ,HP1,True
1508, go on go now before ron ,HP1,True
1509, he pushed hi trolley around and stared at the barrier ,HP1,True
1510, he started to walk toward it ,HP1,True
1511, people jostled him on their way to platform nine and ten ,HP1,True
1512, he wa going to smash right into that barrier and then hed be in trouble leaning forward on hi cart he broke into a heavy run the barrier wa coming nearer and nearer he wouldnt be able to stop the cart wa out of control he wa a foot away he closed hi eye ready for the crash it didnt come ,HP1,True
1513, a scarlet steam engine wa waiting next to a platform packed with people ,HP1,True
1514, a sign overhead said hogwart expr eleven oclock ,HP1,True
1515, harry looked behind him and saw a wrought iron archway where the barrier had been with the word platform nine and three quarter on it ,HP1,True
1516, smoke from the engine drifted over the head of the chattering crowd while cat of every color wound here and there between their leg ,HP1,True
1517, owl hooted to one another in a disgruntled sort of way over the babble and the scraping of heavy trunk ,HP1,True
1518, the first few carriage were already packed with student some hanging out of the window to talk to their familie some fighting over seat ,HP1,True
1519, harry pushed hi cart off down the platform in search of an empty seat ,HP1,True
1520, he passed a round faced boy who wa saying gran ive lost my toad again ,HP1,True
1521, oh neville he heard the old woman sigh ,HP1,True
1522, a boy with dreadlock wa surrounded by a small crowd ,HP1,True
1523, give u a look lee go on ,HP1,True
1524, the boy lifted the lid of a box in hi arm and the people around him shrieked and yelled a something inside poked out a long hairy leg ,HP1,True
1525, harry pressed on through the crowd until he found an empty compartment near the end of the train ,HP1,True
1526, he put hedwig inside first and then started to shove and heave hi trunk toward the train door ,HP1,True
1527, he tried to lift it up the step but could hardly raise one end and twice he dropped it painfully on hi foot ,HP1,True
1528, it wa one of the red haired twin hed followed through the barrier ,HP1,True
1529, with the twins help harry trunk wa at last tucked away in a corner of the compartment ,HP1,True
1530, thank said harry pushing hi sweaty hair out of hi eye ,HP1,True
1531, said one of the twin suddenly pointing at harry lightning scar ,HP1,True
1532, blimey said the other twin ,HP1,True
1533, he i said the first twin ,HP1,True
1534, harry potter chorused the twin ,HP1,True
1535, i mean ye i am ,HP1,True
1536, the two boy gawked at him and harry felt himself turning red ,HP1,True
1537, then to hi relief a voice came floating in through the train open door ,HP1,True
1538, with a last look at harry the twin hopped off the train ,HP1,True
